field_id,subset,phenotype_description,type
20003,1141175224,Medication: bi-carzem sr 60mg m/r capsule,binary
20003,1141175264,Medication: levacetylmethadol hydrochloride,binary
20003,1141175268,Medication: orlaam 10mg/ml oral solution,binary
20003,1141175272,Medication: candiden 500mg pessary,binary
20003,1141175274,Medication: candiden 1% cream,binary
20003,1141175316,Medication: ammonaps 500mg tablet,binary
20003,1141175410,Medication: sodium phenylbutyrate,binary
20003,1141175546,Medication: slomon xl 60 m/r tablet,binary
20003,1141175684,Medication: risedronate sodium,binary
20003,1141175690,Medication: actonel 5mg tablet,binary
20003,1141175756,Medication: migramax sachet powder,binary
20003,1141175766,Medication: co-cyprindiol,binary
20003,1141175908,Medication: liparol xl 400mg m/r tablet,binary
20003,1141175914,Medication: bactroban 2% cream,binary
20003,1141175926,Medication: videx 200mg tablet,binary
20003,1141175956,Medication: cymevene 500mg capsule,binary
20003,1141175978,Medication: benadryl skin allergy relief cream,binary
20003,1141176044,Medication: equasym 5mg tablet,binary
20003,1141176172,Medication: silgel cream,binary
20003,1141176278,Medication: ibugel forte 10% gel,binary
20003,1141176284,Medication: brinzolamide,binary
20003,1141176288,Medication: azopt 10mg/ml eye drops,binary
20003,1141176570,Medication: fosamax 5mg tablet,binary
20003,1141176590,Medication: piriject 10mg/1ml injection,binary
20003,1141176640,Medication: daktarin gold 2% cream,binary
20003,1141176662,Medication: celecoxib,binary
20003,1141176668,Medication: celebrex 100mg capsule,binary
20003,1141176670,Medication: celebrex 200mg capsule,binary
20003,1141176732,Medication: carbomers,binary
20003,1141176738,Medication: fomivirsen,binary
20003,1141176744,Medication: vitravene 1.65mg/0.25ml injection,binary
20003,1141176832,Medication: seretide 50 evohaler,binary
20003,1141176842,Medication: dexsol 2mg/5ml oral solution,binary
20003,1141176854,Medication: bupropion,binary
20003,1141176858,Medication: zyban 150mg m/r tablet,binary
20003,1141176864,Medication: peginterferon alfa-2b,binary
20003,1141176870,Medication: viraferonpeg 50micrograms injection (pdr for recon)+solvent,binary
20003,1141176872,Medication: viraferonpeg 80micrograms injection (pdr for recon)+solvent,binary
20003,1141176874,Medication: viraferonpeg 100micrograms injection (pdr for recon)+solvent,binary
20003,1141176878,Medication: econac 100mg suppository,binary
20003,1141176886,Medication: closteril 100 m/r tablet,binary
20003,1141176924,Medication: dromadol xl 150mg m/r tablet,binary
20003,1141176926,Medication: dromadol xl 200mg m/r tablet,binary
20003,1141176928,Medication: dromadol xl 300mg m/r tablet,binary
20003,1141176930,Medication: dromadol xl 400mg m/r tablet,binary
20003,1141176952,Medication: aveeno colloidal bath additive,binary
20003,1141176970,Medication: dermalo bath emollient,binary
20003,1141177080,Medication: ditropan xl 5mg m/r tablet,binary
20003,1141177150,Medication: adgyn medro 5mg tablet,binary
20003,1141177158,Medication: adgyn estro 2mg tablet,binary
20003,1141177226,Medication: adgyn combi 2mg tablet,binary
20003,1141177526,Medication: esomeprazole,binary
20003,1141177532,Medication: nexium 20mg tablet,binary
20003,1141177600,Medication: rosiglitazone,binary
20003,1141177606,Medication: avandia 4mg tablet,binary
20003,1141177638,Medication: ultramol soluble tablet,binary
20003,1141177658,Medication: menopur 75iu injection (pdr for recon)+solvent,binary
20003,1141177686,Medication: fersamal tablet,binary
20003,1141177690,Medication: nocutil 10micrograms nasal spray,binary
20003,1141177750,Medication: moraxen 35mg rectal tampon,binary
20003,1141177752,Medication: moraxen 50mg rectal tampon,binary
20003,1141177754,Medication: moraxen 75mg rectal tampon,binary
20003,1141177756,Medication: moraxen 100mg rectal tampon,binary
20003,1141177762,Medication: risperdal 0.5mg tablet,binary
20003,1141177826,Medication: micropirin 75mg e/c tablet,binary
20003,1141177836,Medication: ibuleve maximum strength 10% gel,binary
20003,1141177842,Medication: domilium 10mg tablet,binary
20003,1141178036,Medication: eltroxin 25micrograms tablet,binary
20003,1141178052,Medication: zapain caplet,binary
20003,1141178054,Medication: zapain capsule,binary
20003,1141178816,Medication: aranesp 10micrograms/0.4ml prefilled syringe,binary
20003,1141178858,Medication: darbepoetin alfa,binary
20003,1141178894,Medication: nurofen maximum strength 10% gel,binary
20003,1141179066,Medication: pulvinal salbutamol 200mcg breath-act dry powder inhaler,binary
20003,1141179072,Medication: pulvinal beclomethasone diprop 100mcg breath-act dry pdr inh,binary
20003,1141179688,Medication: ranovir 200mg tablet,binary
20003,1141179690,Medication: ranovir 400mg tablet,binary
20003,1141179694,Medication: ranovir 800mg tablet,binary
20003,1141179712,Medication: arbil mr 200mg m/r tablet,binary
20003,1141179734,Medication: nyogel 0.1% liquid eye gel,binary
20003,1141179744,Medication: clarityn allergy 2% eye drops,binary
20003,1141179760,Medication: zindaclin 1% gel,binary
20003,1141179764,Medication: tenofovir,binary
20003,1141179768,Medication: viread 245mg tablet,binary
20003,1141179818,Medication: idrolax oral powder,binary
20003,1141179820,Medication: drospirenone,binary
20003,1141179822,Medication: ethinylestradiol+drospirenone 30micrograms/3mg tablet,binary
20003,1141179824,Medication: yasmin tablet,binary
20003,1141179830,Medication: piriteze 10mg tablet,binary
20003,1141179842,Medication: tacrolimus monohydrate 0.03% ointment,binary
20003,1141179846,Medication: protopic 0.03% ointment,binary
20003,1141179870,Medication: diaquitte 2mg capsule,binary
20003,1141179874,Medication: concerta xl 18mg m/r tablet,binary
20003,1141179886,Medication: propecia 1mg tablet,binary
20003,1141179914,Medication: bimatoprost,binary
20003,1141179920,Medication: lumigan 0.3mg/ml eye drops,binary
20003,1141179924,Medication: lamisil at 1% spray,binary
20003,1141179928,Medication: zyvox 100mg/5ml granules for oral suspension,binary
20003,1141179944,Medication: galpharm hayfever and allergy relief 10mg tablet,binary
20003,1141179948,Medication: glycopyrrolate,binary
20003,1141179952,Medication: robinul 100%w/w powder,binary
20003,1141179954,Medication: care hayfever relief 50micrograms nasal spray,binary
20003,1141179974,Medication: cozaar 25mg tablet,binary
20003,1141179982,Medication: betamethasone+calcipotriol,binary
20003,1141179992,Medication: dovobet ointment,binary
20003,1141180012,Medication: transtec 35micrograms/hour transdermal patch,binary
20003,1141180016,Medication: transtec 52.5micrograms/hour transdermal patch,binary
20003,1141180020,Medication: transtec 70micrograms/hour transdermal patch,binary
20003,1141180036,Medication: fybogel orange s/f granules,binary
20003,1141180040,Medication: zaditen 250micrograms/ml eye drops,binary
20003,1141180054,Medication: artemether+lumefantrine,binary
20003,1141180058,Medication: riamet 20mg/120mg tablet,binary
20003,1141180066,Medication: anakinra,binary
20003,1141180070,Medication: kineret 100mg/0.67ml injection prefilled syringe,binary
20003,1141180076,Medication: dynastat 40mg injection (pdr for recon),binary
20003,1141180078,Medication: dynastat 40mg injection (pdr for recon)+diluent,binary
20003,1141180094,Medication: rapamune 1mg tablet,binary
20003,1141180126,Medication: parecoxib,binary
20003,1141180140,Medication: etoricoxib,binary
20003,1141180148,Medication: arcoxia 60mg tablet,binary
20003,1141180150,Medication: arcoxia 90mg tablet,binary
20003,1141180152,Medication: arcoxia 120mg tablet,binary
20003,1141180200,Medication: silkis 3micrograms/g ointment,binary
20003,1141180212,Medication: escitalopram,binary
20003,1141180226,Medication: amoxicillin,binary
20003,1141180228,Medication: amoxicillin product,binary
20003,1141180238,Medication: horizem sr 90mg m/r capsule,binary
20003,1141180314,Medication: ibandronic acid,binary
20003,1141180320,Medication: busulfan,binary
20003,1141180342,Medication: beclometasone dipropionate+salbutamol,binary
20003,1141180368,Medication: cefradine product,binary
20003,1141180392,Medication: cefalexin,binary
20003,1141180444,Medication: butobarbital,binary
20003,1141180450,Medication: cefazolin,binary
20003,1141180462,Medication: clarithromy tab+lansoprazole cap+amoxi cap 500/30/500mg pack,binary
20003,1141180514,Medication: amobarbital sodium,binary
20003,1141180566,Medication: valganciclovir,binary
20003,1141180570,Medication: valcyte 450mg tablet,binary
20003,1141180580,Medication: progynova ts 50 50micrograms patch,binary
20003,1141180592,Medication: perindopril+indapamide,binary
20003,1141180598,Medication: coversyl plus 4mg/1.25mg tablet,binary
20003,1141180638,Medication: amfebutamone,binary
20003,1141180644,Medication: cefradine,binary
20003,1141180662,Medication: zirtek allergy 10mg tablet,binary
20003,1141180722,Medication: colestyramine+aspartame 4g/sachet powder,binary
20003,1141180734,Medication: colestyramine product,binary
20003,1141180766,Medication: novofem tablet,binary
20003,1141180772,Medication: triamterene+chlortalidone 50mg/50mg tablet,binary
20003,1141180778,Medication: atenolol+chlortalidone,binary
20003,1141180792,Medication: oxycontin 5mg m/r tablet,binary
20003,1141180936,Medication: calcium carbonate+colecalciferol 1.25g/5micrograms tablet,binary
20003,1141180944,Medication: clomifene,binary
20003,1141180976,Medication: dexamfetamine,binary
20003,1141180988,Medication: dienestrol,binary
20003,1141180998,Medication: dimeticone+calamine+zinc oxide 20/1.5/7.5% cream,binary
20003,1141181004,"Medication: colistimethate sodium 500,000units injection (pdr for recon)",binary
20003,1141181008,Medication: colistimethate na 1million units inj (pdr for recon),binary
20003,1141181020,Medication: ciclosporin product,binary
20003,1141181038,Medication: mercaptamine,binary
20003,1141181050,Medication: dantron,binary
20003,1141181056,Medication: dimeticone 1000+cetrimide 10%/0.3% cream,binary
20003,1141181058,Medication: cetyl dimeticone 5% bath oil,binary
20003,1141181060,Medication: dimeticone,binary
20003,1141181062,Medication: hydrocortisone+dimeticone '350',binary
20003,1141181066,Medication: pipenzolate+dimeticone,binary
20003,1141181098,Medication: etacrynic acid product,binary
20003,1141181112,Medication: feverfen 100mg/5ml s/f oral suspension,binary
20003,1141181124,Medication: etynodiol diacetate,binary
20003,1141181150,Medication: cilostazol,binary
20003,1141181154,Medication: pletal 100mg tablet,binary
20003,1141181160,Medication: filnarine sr 10mg m/r tablet,binary
20003,1141181162,Medication: filnarine sr 30mg m/r tablet,binary
20003,1141181164,Medication: filnarine sr 60mg m/r tablet,binary
20003,1141181166,Medication: filnarine sr 100mg m/r tablet,binary
20003,1141181170,Medication: cascor 2mg tablet,binary
20003,1141181186,Medication: co-zidocapt 25mg/12.5mg tablet,binary
20003,1141181204,Medication: ethinylestradiol+norgestimate 35mcg/250mcg tablet,binary
20003,1141181218,Medication: ethinylestradiol product,binary
20003,1141181220,Medication: ethinylestradiol,binary
20003,1141181240,Medication: ethinylestradiol+levonorgestrel 30mcg/150mcg tablet,binary
20003,1141181286,Medication: ethinylestradiol+desogestrel 20mcg/150mcg tablet,binary
20003,1141181298,Medication: ethinylestradiol+norethisterone acetate 20mcg/1mg tablet,binary
20003,1141181306,Medication: ethinylestradiol+gestodene 20micrograms/75micrograms tablet,binary
20003,1141181398,Medication: liposic eye gel,binary
20003,1141181502,Medication: peginterferon alfa-2a,binary
20003,1141181506,Medication: pegasys 180micrograms/0.5ml injection prefilled syringe,binary
20003,1141181508,Medication: tranquilyn 5mg tablet,binary
20003,1141181520,Medication: komil 5/40 tablet,binary
20003,1141181554,Medication: clioquinol+flumetasone pivalate 1%/0.02% ear drops,binary
20003,1141181562,Medication: benadryl one a day 10mg tablet,binary
20003,1141181594,Medication: estriol product,binary
20003,1141181610,Medication: hydrocortisone+pramocaine,binary
20003,1141181616,Medication: phenobarbital product,binary
20003,1141181630,Medication: pegasys 135micrograms/0.5ml injection prefilled syringe,binary
20003,1141181656,Medication: indometacin product,binary
20003,1141181700,Medication: estradiol product,binary
20003,1141181708,Medication: secobarbital,binary
20003,1141181752,Medication: mandafen 400mg tablet,binary
20003,1141181818,Medication: estradiol+norethisterone acetate 1mg/0.5mg tablet,binary
20003,1141181868,Medication: omacor 1g capsule,binary
20003,1141181872,Medication: defanac 25mg e/c tablet,binary
20003,1141181882,Medication: betaferon 300micrograms injection (pdr for recon)+diluent,binary
20003,1141181944,Medication: vivicrom 2% eye drops,binary
20003,1141181956,Medication: caspofungin,binary
20003,1141181960,Medication: caspofungin msd 50mg infusion concentrate (pdr for recon),binary
20003,1141182010,Medication: berlind 75 retard 75mg m/r capsule,binary
20003,1141182068,Medication: sodium cromoglicate+isoprenaline sulphate,binary
20003,1141182070,Medication: sodium cromoglicate+salbutamol,binary
20003,1141182086,Medication: sodium feredetate,binary
20003,1141182094,Medication: feredetate na 27.5mg/5ml elixir,binary
20003,1141182110,Medication: sulfadiazine,binary
20003,1141182122,Medication: sulfadimidine,binary
20003,1141182124,Medication: sulfadimidine 500mg/5ml paediatric suspension,binary
20003,1141182178,Medication: sulfacetamide,binary
20003,1141182298,Medication: alfad 250nanograms capsule,binary
20003,1141182380,Medication: tiabendazole,binary
20003,1141182386,Medication: tioguanine,binary
20003,1141182500,Medication: caspofungin msd 70mg infusion concentrate (pdr for recon),binary
20003,1141182528,Medication: allerief 2mg/5ml s/f oral solution,binary
20003,1141182532,Medication: paldesic 120mg/5ml oral suspension,binary
20003,1141182534,Medication: paldesic 250mg/5ml oral suspension,binary
20003,1141182558,Medication: urofollitropin,binary
20003,1141182592,Medication: epival cr 300mg m/r tablet,binary
20003,1141182596,Medication: voriconazole,binary
20003,1141182598,Medication: voriconazole 50mg tablet,binary
20003,1141182600,Medication: vfend 50mg tablet,binary
20003,1141182602,Medication: voriconazole 200mg tablet,binary
20003,1141182604,Medication: vfend 200mg tablet,binary
20003,1141182606,Medication: voriconazole 200mg i-v infusion (pdr for recon),binary
20003,1141182608,Medication: vfend 200mg i-v infusion (pdr for recon),binary
20003,1141182610,Medication: fluocinolone acetonide+clioquinol 0.025%/3% cream,binary
20003,1141182628,Medication: tiotropium,binary
20003,1141182632,Medication: spiriva 18micrograms inhalation capsule,binary
20003,1141182636,Medication: sustiva 30mg/ml oral solution,binary
